205,SCM Service Item,1,1,2017-03-26 10:22:36.210,NULL,NULL,NULL,9
206,SCM Deviation,1,1,2017-03-26 10:22:36.210,NULL,NULL,NULL,9
207,SCM Payment,1,1,2017-03-26 10:22:36.210,NULL,NULL,NULL,9
208,SCM Sundry Payment,1,1,2017-03-26 10:22:36.210,NULL,NULL,NULL,9
209,Departmental Requisition,1,1,2017-03-26 10:22:36.210,NULL,NULL,NULL,14
210,Bulk Water Meter Readings,1,1,2017-03-26 10:22:36.250,NULL,NULL,NULL,14
211,Instalment (Property) - Reversal,1,1,2017-08-10 15:55:50.140,NULL,NULL,NULL,2
212,Instalment (Property) - Adjustment,1,1,2017-08-10 15:55:50.140,NULL,NULL,NULL,2
213,Residential Legislative Rebate,1,1,2017-08-31 19:25:52.327,NULL,NULL,NULL,2
214,Correction Multiple Journals,1,1,2017-09-13 18:42:05.973,NULL,NULL,65,1
215,Inc-POS Third Party Deposits,1,1,2017-09-29 17:06:27.810,NULL,NULL,0,2
216,Repay-Plan - Arrange - Transfer to Loan,1,1,2018-02-11 17:06:19.120,NULL,NULL,NULL,2
217,Repay-Plan - Arrange - Transfer from Loan,1,1,2018-02-11 17:06:19.123,NULL,NULL,NULL,2
218,Repay-Plan - Arrange - Instalment,1,1,2018-02-11 17:06:19.127,NULL,NULL,NULL,2
219,Repay-Plan - Loan - Transfer to Loan,1,1,2018-02-11 17:06:19.130,NULL,NULL,NULL,2
221,Repay-Plan - Loan - Instalment,1,1,2018-02-11 17:06:19.137,NULL,NULL,NULL,2
222,Repay-Plan - Arrange - Capital to Current,1,1,2018-02-11 17:06:19.140,NULL,NULL,NULL,2
223,Repay-Plan - Loan - Capital to Current,1,1,2018-02-11 17:06:19.143,NULL,NULL,NULL,2
224,VAT Journal,1,1,2019-01-19 00:21:49.583,NULL,NULL,NULL,1
225,Estimation Reversal Journal,1,1,2017-12-16 08:46:13.650,NULL,NULL,NULL,2
226,Billing Journal ATTP Write Off,1,1,2017-12-16 08:46:15.997,NULL,NULL,NULL,2
227,Continuous Debt Write Off,1,1,2018-03-24 10:38:15.013,NULL,NULL,NULL,2
228,Free Metered – Water Prepaid,1,1,2018-08-07 23:44:28.010,NULL,NULL,5,2
229,Free Metered – Electricity Prepaid,1,1,2018-08-07 23:44:28.017,NULL,NULL,5,2
232,Repay-Plan - Arrange - Current To Capital,1,1,2021-04-29 19:54:35.290,NULL,NULL,NULL,2
233,Repay-Plan - Loan - Current to Capital,1,1,2021-04-29 19:54:35.297,NULL,NULL,NULL,2
306,Asset Disposal,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
316,Asset FairValue,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
360,Asset Misclassification,1,1,2016-12-12 13:38:06.840,NULL,NULL,NULL,0
420,Asset Transfer,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
666,Asset Depreciation,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
777,Asset Loan Charges/Redemption,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,0
786,Asset Impairment,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
787,Asset Reversal of Impairment,1,1,2019-09-05 20:21:38.420,NULL,NULL,NULL,8
999,Asset Captilisation,1,1,2016-12-12 13:38:06.833,NULL,NULL,NULL,8
1000,Asset Revision,1,1,2016-12-12 13:38:06.840,NULL,NULL,NULL,8
1001,Asset Donation,1,1,2016-12-12 13:38:06.837,NULL,NULL,NULL,8
1004,AdditionalBillingType Rebate,1,1,2018-04-20 10:17:18.850,NULL,NULL,0,2
1005,Asset Unbundling,1,1,2021-04-19 17:57:41.240,NULL,NULL,NULL,8
1145,Asset Revaluation,1,1,2019-12-06 17:27:06.037,NULL,NULL,NULL,8
1146,Billing Rebate Journal,1,1,2020-05-26 18:05:49.843,NULL,NULL,NULL,2
1147,Billing Rebate Reversal Journal,1,1,2020-05-26 18:05:49.843,NULL,NULL,NULL,2
1150,Payment Incentive,1,1,2020-05-19 12:00:00.000,NULL,NULL,NULL,2
1151,Payment Incentive Reverse,1,1,2020-05-19 12:00:00.000,NULL,NULL,NULL,2
1152,Billing Credit Meter Journal,1,1,2025-12-08 22:34:11.740,NULL,NULL,NULL,2
1153,Billing Credit Meter Consumption Journal,1,1,2025-12-08 22:34:11.743,NULL,NULL,NULL,2
1154,Credit Meter Levy,1,1,2025-12-08 22:34:11.740,NULL,NULL,NULL,2
1160,Accumulated Balance,1,1,2021-11-01 11:57:16.807,NULL,NULL,NULL,1
2315166,BBBEE Certificate,1,1,2019-03-06 19:03:24.567,NULL,NULL,NULL,9
2315167,Payment Reversal,1,1,2020-05-26 18:05:51.673,NULL,NULL,NULL,2
2315168,Block Unblock Payment Options,1,1,2020-05-26 18:05:51.673,NULL,NULL,NULL,2
2316167,Asset Refurb,1,2,1905-06-19 00:00:00.000,NULL,NULL,NULL,8
