AssetCIDMSComponentTypeID,AssetCIDMSComponentTypeDesc,AssetCIDMSAssetTypeID,Enabled,DateCaptured,CapturerID,DateModified,ModifierID,Default
672,Pavement,346,1,2022-05-19 14:00:10.387,199,NULL,NULL,NULL
673,Pavilion,378,1,2022-05-19 14:00:58.190,199,NULL,NULL,NULL
674,Small Urban Office,371,1,2022-05-19 14:02:14.097,199,NULL,NULL,NULL
675,Small Urban Office,342,1,2022-05-19 14:02:58.980,199,NULL,NULL,NULL
676,Sub-soil Drain Pipe,403,1,2022-05-19 14:05:25.313,199,NULL,NULL,NULL
677,Unpaved Road,346,1,2022-05-19 14:06:23.493,199,NULL,NULL,NULL
678,Perimeter Protection,404,1,2022-05-19 14:12:36.923,199,NULL,NULL,NULL
679,Internal Road,400,1,2022-05-19 14:15:43.290,199,NULL,NULL,NULL
680,External Furniture,355,1,2022-05-19 14:39:17.910,199,NULL,NULL,NULL
681,Ablution Block,371,1,2022-05-19 15:00:43.203,199,NULL,NULL,NULL
682,Ablution Block,364,1,2022-05-19 15:05:31.167,199,NULL,NULL,NULL
683,Small Building - Enclosure,342,1,2022-05-19 15:18:38.500,199,NULL,NULL,NULL
684,Channel,405,1,2022-05-19 15:31:16.197,199,NULL,NULL,NULL
685,Channel,406,1,2022-05-19 15:31:49.177,199,NULL,NULL,NULL
686,Small Building - Enclosure,377,1,2022-05-19 15:40:23.540,199,NULL,NULL,NULL
687,Internal Road,357,1,2022-05-19 15:48:12.027,199,NULL,NULL,NULL
688,Internal Road,382,1,2022-05-19 15:49:21.283,199,NULL,NULL,NULL
689,Internal Road,346,1,2022-05-19 15:51:45.880,199,NULL,NULL,NULL
690,Hall-Indoor Sport Complex,364,1,2022-05-19 15:54:01.420,199,NULL,NULL,NULL
691,Tank,407,1,2022-05-19 16:07:25.360,199,NULL,NULL,NULL
692,Culvert,406,1,2022-05-19 17:39:05.667,199,NULL,NULL,NULL
693,Retaining Wall,378,1,2022-05-19 17:41:59.883,199,NULL,NULL,NULL
694,Tank Stand,365,1,2022-05-19 17:45:07.297,199,NULL,NULL,NULL
695,Tank Stand,407,1,2022-05-19 17:45:56.440,199,NULL,NULL,NULL
696,Tank Stand,2,1,2022-05-19 17:46:22.113,199,2022-05-19 17:50:58.513,199,NULL
697,Tank Stand,372,1,2022-05-19 17:47:13.383,199,NULL,NULL,NULL
698,Tank Stand,378,1,2022-05-19 17:52:29.840,199,NULL,NULL,NULL
699,Small Building - Enclosure,368,1,2022-05-19 17:57:51.543,199,NULL,NULL,NULL
700,Pipe - Storm Water,403,1,2022-05-19 18:11:13.177,199,NULL,NULL,NULL
701,Market,342,1,2022-05-19 18:13:10.900,199,NULL,NULL,NULL
702,Kerb Inlet,408,1,2022-05-19 18:31:27.913,199,NULL,NULL,NULL
703,Earthworks,409,1,2022-05-19 18:36:45.883,199,NULL,NULL,NULL
704,Earthworks,410,1,2022-05-19 18:37:12.123,199,NULL,NULL,NULL
705,Small Building - Enclosure,376,1,2022-05-19 18:39:16.717,199,NULL,NULL,NULL
706,Footpath,379,1,2022-05-19 18:43:34.960,199,NULL,NULL,NULL
707,Catchpit,406,1,2022-05-19 18:49:46.253,199,NULL,NULL,NULL
708,Swimming Pool,383,1,2022-05-19 18:52:04.467,199,NULL,NULL,NULL
709,Paved Area,382,1,2022-05-19 19:00:02.877,199,NULL,NULL,NULL
710,External Lighting,411,1,2022-05-19 19:29:18.157,199,NULL,NULL,NULL
711,Rural Electrification,215,1,2022-05-19 19:29:42.880,199,NULL,NULL,NULL
712,LED Lights,302,1,2022-05-19 19:30:32.327,199,NULL,NULL,NULL
713,Access Road,272,1,2022-05-20 11:35:16.053,199,NULL,NULL,NULL
714,Cattle Grid,41,1,2022-05-20 11:45:26.940,199,NULL,NULL,NULL
715,Parking,412,1,2022-05-20 11:47:54.923,199,NULL,NULL,NULL
716,Paved Area,412,1,2022-05-20 11:48:31.103,199,NULL,NULL,NULL
717,Railing - Handrails,309,1,2022-05-20 11:51:51.653,199,NULL,NULL,NULL
718,Rubbish Bin,309,1,2022-05-20 11:52:32.017,199,NULL,NULL,NULL
719,Sign - Guidance,309,1,2022-05-20 11:53:00.977,199,NULL,NULL,NULL
720,Sign - Information,309,1,2022-05-20 11:53:28.207,199,NULL,NULL,NULL
721,Sign - Warning,309,1,2022-05-20 11:54:05.410,199,NULL,NULL,NULL
722,Traffic Circle,309,1,2022-05-20 11:55:03.587,199,NULL,NULL,NULL
723,Walkway,309,1,2022-05-20 11:55:41.043,199,NULL,NULL,NULL
724,Bridge Abutment,308,1,2022-05-20 12:04:39.660,199,NULL,NULL,NULL
725,Bridge Side Barrier,308,1,2022-05-20 12:05:12.177,199,NULL,NULL,NULL
726,Bridge Sub Structure,308,1,2022-05-20 12:05:36.833,199,NULL,NULL,NULL
727,Low Level Bridge,308,1,2022-05-20 12:06:08.737,199,NULL,NULL,NULL
728,Vehicle Bridge,308,1,2022-05-20 12:06:33.847,199,NULL,NULL,NULL
729,Gabions,413,1,2022-05-20 12:10:31.777,199,NULL,NULL,NULL
730,Catchpit,414,1,2022-05-20 12:12:29.777,199,NULL,NULL,NULL
731,Channel,414,1,2022-05-20 12:13:04.467,199,NULL,NULL,NULL
732,Culvert,414,1,2022-05-20 12:13:35.617,199,NULL,NULL,NULL
733,Head And Wingwalls,414,1,2022-05-20 12:14:03.693,199,NULL,NULL,NULL
734,Kerb,414,1,2022-05-20 12:14:28.087,199,NULL,NULL,NULL
735,Kerb Barrier,414,1,2022-05-20 12:14:54.660,199,NULL,NULL,NULL
736,Kerb Inlet,414,1,2022-05-20 12:15:26.513,199,NULL,NULL,NULL
737,Pavement,272,1,2022-05-20 12:23:07.527,199,NULL,NULL,NULL
738,Unpaved Road,272,1,2022-05-20 12:23:53.547,199,NULL,NULL,NULL
739,Pipe - Storm Water,415,1,2022-05-20 12:35:22.283,199,NULL,NULL,NULL
740,Pipe,415,1,2022-05-20 12:35:49.120,199,NULL,NULL,NULL
741,Street Lights,416,1,2022-05-20 12:39:57.933,199,NULL,NULL,NULL
742,Manhole,44,1,2022-05-20 14:11:35.737,199,NULL,NULL,NULL
743,Catchpit,79,1,2022-05-20 14:13:48.033,199,NULL,NULL,NULL
744,Kerb Barrier,79,1,2022-05-20 14:14:29.320,199,NULL,NULL,NULL
745,Kerb Inlet,79,1,2022-05-20 14:14:59.090,199,NULL,NULL,NULL
746,Pipe,295,1,2022-05-20 14:21:30.653,199,NULL,NULL,NULL
747,Low Level Bridge,417,1,2022-05-20 14:24:06.180,199,NULL,NULL,NULL
748,Ablution - Change Rooms,385,1,2022-05-20 15:36:56.057,199,NULL,NULL,NULL
749,Dwelling Low Cost Housing,385,1,2022-05-20 15:37:46.540,199,NULL,NULL,NULL
750,Dwelling Normal Size House,385,1,2022-05-20 15:38:11.813,199,NULL,NULL,NULL
751,Garage,385,1,2022-05-20 15:38:37.170,199,NULL,NULL,NULL
752,Hall-Indoor Sport Complex,385,1,2022-05-20 15:39:00.063,199,NULL,NULL,NULL
753,Mobile Office,385,1,2022-05-20 15:39:25.440,199,NULL,NULL,NULL
754,Office Block,385,1,2022-05-20 15:39:49.280,199,NULL,NULL,NULL
755,Small Urban Office,385,1,2022-05-20 15:40:24.673,199,NULL,NULL,NULL
756,Board,336,1,2022-05-30 11:19:07.943,252,NULL,NULL,NULL
757,Sick Bed,336,1,2022-05-30 11:33:17.257,252,NULL,NULL,NULL
758,Computer Workstation,336,1,2022-05-30 11:35:15.147,252,NULL,NULL,NULL
759,Projector Screen,395,1,2022-05-30 11:37:08.057,252,NULL,NULL,NULL
760,Microwave,394,1,2022-05-30 12:40:27.800,252,NULL,NULL,NULL
761,Voice Recorder,338,1,2022-05-30 12:58:37.970,252,NULL,NULL,NULL
762,CPU,392,1,2022-05-30 13:41:42.213,251,NULL,NULL,NULL
763,Fridge,394,1,2022-05-30 14:26:03.353,252,NULL,NULL,NULL
764,TV Screen,338,1,2022-05-30 15:08:33.627,252,NULL,NULL,NULL
765,PA System,338,1,2022-05-30 15:11:45.937,252,NULL,NULL,NULL
766,Mixing  Console,395,1,2022-05-30 15:29:42.213,252,NULL,NULL,NULL
767,Speaker,395,1,2022-05-31 08:40:39.567,252,NULL,NULL,NULL
768,Media Player,395,1,2022-05-31 09:26:45.907,252,NULL,NULL,NULL
769,Pressure Washer,340,1,2022-05-31 11:14:57.047,252,NULL,NULL,NULL
770,Boom Spray,340,1,2022-05-31 11:17:54.343,252,NULL,NULL,NULL
771,Plough,340,1,2022-05-31 11:23:05.603,252,NULL,NULL,NULL
772,License Disk Scanner,340,1,2022-05-31 11:25:36.337,252,NULL,NULL,NULL
773,Planter,340,1,2022-05-31 11:28:26.257,252,NULL,NULL,NULL
774,Lifeguard Post and Seat,340,1,2022-05-31 11:54:09.840,252,NULL,NULL,NULL
775,Swimming Pool Sweeper,340,1,2022-05-31 11:55:49.200,252,NULL,NULL,NULL
776,Edge Trimmer,340,1,2022-05-31 11:57:31.833,252,NULL,NULL,NULL
777,Truck,340,1,2022-05-31 12:00:50.090,252,NULL,NULL,NULL
778,Trailer,340,1,2022-05-31 12:02:22.077,252,NULL,NULL,NULL
779,Speed Trap,340,1,2022-05-31 12:03:58.120,252,NULL,NULL,NULL
780,Tank Stand,386,1,2022-06-01 11:59:22.113,252,NULL,NULL,NULL
781,Internal Road,390,1,2022-06-01 12:01:41.267,252,NULL,NULL,NULL
782,Kerb Inlet,418,1,2022-06-01 12:07:23.533,252,NULL,NULL,NULL
783,Walkway,388,1,2022-06-01 12:20:31.117,252,NULL,NULL,NULL
784,Lawns,388,1,2022-06-01 12:22:34.767,252,NULL,NULL,NULL
785,Pipe - Storm Water,419,1,2022-06-01 14:19:24.010,252,NULL,NULL,NULL
786,Pipe,419,1,2022-06-01 15:58:13.230,252,NULL,NULL,NULL
787,Culvert,418,1,2022-06-01 16:04:43.953,252,NULL,NULL,NULL
788,Paved Area,390,1,2022-06-01 16:10:56.243,252,NULL,NULL,NULL
789,Tourism Structure,423,1,2022-06-08 08:26:26.793,251,NULL,NULL,NULL
790,Community Hall,421,1,2022-06-08 08:36:42.380,251,NULL,NULL,NULL
791,Community Hall - Retention,421,1,2022-06-08 08:47:47.567,251,NULL,NULL,NULL
792,Sports Facility,420,1,2022-06-08 08:51:14.113,251,NULL,NULL,NULL
793,Sports Facility - Retention,420,1,2022-06-08 08:53:02.300,251,NULL,NULL,NULL
794,Taxi Rank - Retention,424,1,2022-06-08 11:43:43.960,251,NULL,NULL,NULL
795,Testing Station,422,1,2022-06-08 11:48:38.367,251,NULL,NULL,NULL
796,Testing Station - Retention,422,1,2022-06-08 11:58:14.583,251,NULL,NULL,NULL
797,Taxi Rank,5,1,2022-06-14 12:58:56.007,251,2022-06-14 13:02:23.727,251,NULL
798,Taxi Rank,424,1,2022-06-14 13:09:19.350,251,NULL,NULL,NULL
799,Network Server,392,1,2022-10-03 14:15:40.390,251,NULL,NULL,NULL
800,Server Rack Mount,392,1,2022-10-03 14:18:47.017,251,NULL,NULL,NULL
801,Sign Electronic LED,309,1,2022-10-04 09:45:17.807,252,NULL,NULL,NULL
802,Manhole,414,1,2022-10-04 10:27:17.717,252,NULL,NULL,NULL
803,High Mast Light,416,1,2022-10-04 10:58:34.623,252,NULL,NULL,NULL
804,Post Top Light,416,1,2022-10-04 11:00:27.933,252,NULL,NULL,NULL
805,Filing Cabinet,336,1,2022-10-04 11:00:53.220,252,NULL,NULL,NULL
806,Visitors Chair,336,1,2022-10-04 11:01:27.207,252,NULL,NULL,NULL
807,Light Box with Poles,336,1,2022-10-04 11:01:58.237,252,NULL,NULL,NULL
808,Land,426,1,2022-10-04 12:09:26.337,252,NULL,NULL,NULL
809,Cell Phone,336,1,2022-10-04 14:49:48.953,252,NULL,NULL,NULL
810,Boardroom Table,336,1,2022-10-04 14:50:28.010,252,NULL,NULL,NULL
811,Boardroom Desk,336,1,2022-10-04 14:50:55.297,252,NULL,NULL,NULL
812,Brochure Stand,336,1,2022-10-04 14:51:22.127,252,NULL,NULL,NULL
813,Bulk Filer,336,1,2022-10-04 14:51:50.470,252,NULL,NULL,NULL
814,Chairs And Couches,336,1,2022-10-04 14:52:19.853,252,NULL,NULL,NULL
815,Coat Stand,336,1,2022-10-04 14:52:56.903,252,NULL,NULL,NULL
816,Coffee Table,336,1,2022-10-04 14:53:48.993,252,NULL,NULL,NULL
817,Conference Table,336,1,2022-10-04 14:54:34.600,252,NULL,NULL,NULL
818,Desk - Credenza and Pedestal,336,1,2022-10-04 14:55:09.483,252,NULL,NULL,NULL
819,Desk Extension,336,1,2022-10-04 14:55:41.160,252,NULL,NULL,NULL
820,Digital Voice Processing,336,1,2022-10-04 14:56:11.140,252,NULL,NULL,NULL
821,Draughtsman Chair,336,1,2022-10-04 14:56:39.750,252,NULL,NULL,NULL
822,Dual Vocal Set,336,1,2022-10-04 14:57:12.653,252,NULL,NULL,NULL
823,Dunham Bush,336,1,2022-10-04 14:57:39.370,252,NULL,NULL,NULL
824,Interactive White Board System-Projector,336,1,2022-10-04 14:58:22.657,252,NULL,NULL,NULL
825,Loudhailer,336,1,2022-10-04 14:58:58.683,252,NULL,NULL,NULL
826,Open L - Extension,336,1,2022-10-04 14:59:24.157,252,NULL,NULL,NULL
827,Projector Stand,336,1,2022-10-04 15:00:06.480,252,NULL,NULL,NULL
828,Quarter Link,336,1,2022-10-04 15:00:33.007,252,NULL,NULL,NULL
829,Reception Counter,336,1,2022-10-04 15:01:04.847,252,NULL,NULL,NULL
830,Trolley,336,1,2022-10-04 15:01:40.577,252,NULL,NULL,NULL
831,Coat and Hat Stand,336,1,2022-10-04 15:11:26.687,252,NULL,NULL,NULL
832,Amplifier,336,1,2022-10-04 16:37:38.993,252,NULL,NULL,NULL
833,Beltpack Transmitter,336,1,2022-10-04 16:38:13.597,252,NULL,NULL,NULL
834,Gym Stand Bars,336,1,2022-10-04 16:38:44.443,252,NULL,NULL,NULL
835,TV Screen,336,1,2022-10-04 16:58:48.090,252,NULL,NULL,NULL
836,Office Block - Electrical Connection,385,1,2022-10-05 10:48:42.580,252,NULL,NULL,NULL
837,Generator Building,368,1,2022-10-05 11:25:00.183,252,NULL,NULL,NULL
838,Street Light,427,1,2022-10-05 11:30:25.757,252,NULL,NULL,NULL
839,Flowerbed And Shrub -Trees,379,1,2022-10-05 12:50:42.867,252,NULL,NULL,NULL
840,Flowerbed And Shrub -Trees,428,1,2022-10-05 12:53:16.917,252,NULL,NULL,NULL
841,Flowerbed And Shrub -Trees,429,1,2022-10-05 12:53:55.083,252,NULL,NULL,NULL
842,Athletics Outdoor Track And Field,383,1,2022-10-05 13:05:38.460,252,NULL,NULL,NULL
843,Ballade Poles,372,1,2022-10-05 13:08:49.870,252,NULL,NULL,NULL
844,Culvert Pipe,406,1,2022-10-05 13:16:26.763,252,NULL,NULL,NULL
845,Dwelling Flats,377,1,2022-10-05 13:18:35.627,252,NULL,NULL,NULL
846,Pump Station Building,377,1,2022-10-05 13:20:05.197,252,NULL,NULL,NULL
847,Rugby Field,383,1,2022-10-05 13:23:30.977,252,NULL,NULL,NULL
848,Softball Field,383,1,2022-10-05 13:24:14.043,252,NULL,NULL,NULL
849,Golf Course,383,1,2022-10-05 13:24:46.450,252,NULL,NULL,NULL
850,Office Small Urban Office - Similar To House,371,1,2022-10-05 13:28:26.077,252,NULL,NULL,NULL
851,Office Small Urban Office - Similar To House,342,1,2022-10-05 13:38:09.580,252,NULL,NULL,NULL
852,Fire Arm,430,1,2022-10-05 16:28:30.000,252,NULL,NULL,NULL
853,Other assets,431,1,2022-10-06 08:35:22.430,252,NULL,NULL,NULL
854,Tennis Court,383,1,2022-10-06 08:41:03.133,252,NULL,NULL,NULL
855,Flowerbed And Shrub -Trees,373,1,2022-10-06 08:51:26.660,252,NULL,NULL,NULL
856,Medal,434,1,2022-10-06 12:28:43.913,252,NULL,NULL,NULL
857,Chain,434,1,2022-10-06 12:29:24.823,252,NULL,NULL,NULL
858,Server Mount Cabinet,392,1,2022-10-06 12:39:52.730,251,NULL,NULL,NULL
859,External Hard Drive,392,1,2022-10-06 12:47:00.723,251,NULL,NULL,NULL
860,Forticare,392,1,2022-10-06 13:17:32.473,251,NULL,NULL,NULL
861,Document Sealer 2D,392,1,2022-10-06 13:40:20.793,251,NULL,NULL,NULL
862,Monochrome Payslip Laser Printer,392,1,2022-10-06 13:46:54.693,251,NULL,NULL,NULL
863,2 Way Radio,432,1,2022-10-07 10:08:12.940,252,NULL,NULL,NULL
864,Air Jack,432,1,2022-10-07 10:08:41.787,252,NULL,NULL,NULL
865,Angle Grinder,432,1,2022-10-07 10:09:08.023,252,NULL,NULL,NULL
866,Backhoe Loader-TLB,432,1,2022-10-07 10:09:57.020,252,NULL,NULL,NULL
867,Battery Charger,432,1,2022-10-07 10:10:39.727,252,NULL,NULL,NULL
868,Bench Press,432,1,2022-10-07 10:11:11.540,252,NULL,NULL,NULL
869,Blower,432,1,2022-10-07 10:12:12.377,252,NULL,NULL,NULL
870,Boom Spray,432,1,2022-10-07 10:12:52.083,252,NULL,NULL,NULL
871,Cabinet Battery Box,432,1,2022-10-07 10:13:33.177,252,NULL,NULL,NULL
872,Chainsaw,432,1,2022-10-07 10:13:55.977,252,NULL,NULL,NULL
873,Cherry Picker,432,1,2022-10-07 10:14:20.023,252,NULL,NULL,NULL
874,Cold Milling Machine,432,1,2022-10-07 10:14:46.100,252,NULL,NULL,NULL
875,Compactor,432,1,2022-10-07 10:15:12.220,252,NULL,NULL,NULL
876,Compressor,432,1,2022-10-07 10:16:18.917,252,NULL,NULL,NULL
877,Converter,432,1,2022-10-07 10:16:57.830,252,NULL,NULL,NULL
878,Crane,432,1,2022-10-07 10:17:28.977,252,NULL,NULL,NULL
879,Diesel Bowser Trailer,432,1,2022-10-07 10:17:52.267,252,NULL,NULL,NULL
880,Drill,432,1,2022-10-07 10:18:40.250,252,NULL,NULL,NULL
881,Dumbbells,432,1,2022-10-07 10:19:04.767,252,NULL,NULL,NULL
882,Dumpy Level,432,1,2022-10-07 10:19:47.320,252,NULL,NULL,NULL
883,Edge Trimmer,432,1,2022-10-07 10:20:11.183,252,NULL,NULL,NULL
884,Excavator,432,1,2022-10-07 10:21:03.667,252,NULL,NULL,NULL
885,Fumigation Machine,432,1,2022-10-07 10:21:26.680,252,NULL,NULL,NULL
886,Generator,432,1,2022-10-07 10:21:52.930,252,NULL,NULL,NULL
887,Grader,432,1,2022-10-07 10:22:40.737,252,NULL,NULL,NULL
888,Grass Cutter,432,1,2022-10-07 10:23:47.410,252,NULL,NULL,NULL
889,Grass Cutter Machine,432,1,2022-10-07 10:24:12.693,252,NULL,NULL,NULL
890,Grid Roller,432,1,2022-10-07 10:24:36.207,252,NULL,NULL,NULL
891,Grinder,432,1,2022-10-07 10:25:33.977,252,NULL,NULL,NULL
892,High Pressure Washer,432,1,2022-10-07 10:25:57.080,252,NULL,NULL,NULL
893,Hydraulic Heavy Crimper,432,1,2022-10-07 10:26:25.553,252,NULL,NULL,NULL
894,Industrial Generator,432,1,2022-10-07 10:28:44.460,252,NULL,NULL,NULL
895,Jack,432,1,2022-10-07 10:29:07.777,252,NULL,NULL,NULL
896,Licence Disk Scanner and Number Plate Recognition,432,1,2022-10-07 10:29:32.927,252,NULL,NULL,NULL
897,Lifeguard Post and Seat,432,1,2022-10-07 10:30:08.300,252,NULL,NULL,NULL
898,Lowbed,432,1,2022-10-07 10:31:39.347,252,NULL,NULL,NULL
899,Maize Planter,432,1,2022-10-07 10:32:03.720,252,NULL,NULL,NULL
900,Maximum User Weight,432,1,2022-10-07 10:32:27.077,252,NULL,NULL,NULL
901,Maximum Weight Capacity,432,1,2022-10-07 10:32:56.127,252,NULL,NULL,NULL
902,Measuring Wheel,432,1,2022-10-07 10:33:21.907,252,NULL,NULL,NULL
903,Mouldboard Plough,432,1,2022-10-07 10:33:46.133,252,NULL,NULL,NULL
904,Mower,432,1,2022-10-07 10:34:22.310,252,NULL,NULL,NULL
905,Multipurpose Tester Digital,432,1,2022-10-07 10:34:53.777,252,NULL,NULL,NULL
906,Offset Disc Harrow,432,1,2022-10-07 10:37:13.327,252,NULL,NULL,NULL
907,Planter,432,1,2022-10-07 10:39:16.773,252,NULL,NULL,NULL
908,Pressing Machine,432,1,2022-10-07 10:48:32.203,252,NULL,NULL,NULL
909,Pruner Tree,432,1,2022-10-07 10:49:54.043,252,NULL,NULL,NULL
910,Roadblock Lights,432,1,2022-10-07 10:50:34.467,252,NULL,NULL,NULL
911,Roller,432,1,2022-10-07 10:51:07.480,252,NULL,NULL,NULL
912,Skip Bin,432,1,2022-10-07 10:51:33.147,252,NULL,NULL,NULL
913,Skip Truck,432,1,2022-10-07 10:51:59.207,252,NULL,NULL,NULL
914,Speed Measuring Instrument,432,1,2022-10-07 10:52:25.563,252,NULL,NULL,NULL
915,Speed Trapper,432,1,2022-10-07 10:52:51.327,252,NULL,NULL,NULL
916,Tanker Fuel,432,1,2022-10-07 10:53:17.180,252,NULL,NULL,NULL
917,Tar-Concrete Cutter Machine,432,1,2022-10-07 10:53:57.123,252,NULL,NULL,NULL
918,Tip Truck,432,1,2022-10-07 10:54:30.720,252,NULL,NULL,NULL
919,Tipper Truck,432,1,2022-10-07 10:54:58.420,252,NULL,NULL,NULL
920,Tool bag set,432,1,2022-10-07 10:55:50.423,252,NULL,NULL,NULL
921,Tractor,432,1,2022-10-07 10:56:16.190,252,NULL,NULL,NULL
922,Tractor Roller Mower,432,1,2022-10-07 10:56:42.913,252,NULL,NULL,NULL
923,Trailer,432,1,2022-10-07 10:57:18.530,252,NULL,NULL,NULL
924,Treadmill,432,1,2022-10-07 10:58:39.567,252,NULL,NULL,NULL
925,Truck,432,1,2022-10-07 10:59:06.777,252,NULL,NULL,NULL
926,Tyre Inflator and Deflator,432,1,2022-10-07 10:59:32.523,252,NULL,NULL,NULL
927,Vibratory Compactor,432,1,2022-10-07 11:00:17.890,252,NULL,NULL,NULL
928,Water Pump Machine,432,1,2022-10-07 11:01:05.847,252,NULL,NULL,NULL
929,Welding Machine,432,1,2022-10-07 11:01:40.653,252,NULL,NULL,NULL
930,Inflatable ribbon,433,1,2022-10-07 11:04:01.457,252,NULL,NULL,NULL
931,Grinder,433,1,2022-10-07 11:04:28.520,252,NULL,NULL,NULL
932,Perimeter Protection,435,1,2022-10-07 12:47:27.273,252,NULL,NULL,NULL
933,Boom Gate,379,1,2022-10-07 13:14:24.100,252,NULL,NULL,NULL
934,Park Table,379,1,2022-10-07 13:15:14.010,252,NULL,NULL,NULL
935,Flowerbed And Shrub -Trees,366,1,2022-10-07 13:42:51.653,252,NULL,NULL,NULL
936,Hall-Indoor Sport Complex,366,1,2022-10-07 13:43:38.397,252,NULL,NULL,NULL
937,Ablution - Change Rooms,421,1,2022-10-07 13:45:09.330,252,NULL,NULL,NULL
938,Small Building - Enclosure,421,1,2022-10-07 13:45:59.217,252,NULL,NULL,NULL
939,Kerb Barrier,405,1,2022-10-07 13:46:41.967,252,NULL,NULL,NULL
940,Small Building - Enclosure,436,1,2022-10-07 14:03:11.990,252,NULL,NULL,NULL
941,Perimeter Protection,437,1,2022-10-07 14:03:44.223,252,NULL,NULL,NULL
942,Tank,438,1,2022-10-07 14:04:14.683,252,NULL,NULL,NULL
943,Tank Stand,438,1,2022-10-07 14:04:44.513,252,NULL,NULL,NULL
944,Fabricated Steel,439,1,2022-10-07 14:10:05.407,252,NULL,NULL,NULL
945,Kerb Barrier,408,1,2022-10-07 14:15:49.680,252,NULL,NULL,NULL
946,Gabions,440,1,2022-10-07 14:17:09.417,252,NULL,NULL,NULL
947,Kerb Barrier,406,1,2022-10-07 14:24:27.303,252,NULL,NULL,NULL
948,Hall-Indoor Sport Complex,377,1,2022-10-07 14:25:15.277,252,NULL,NULL,NULL
949,Walkway,379,1,2022-10-07 14:25:57.823,252,NULL,NULL,NULL
950,Carport,379,1,2022-10-07 14:41:40.380,252,NULL,NULL,NULL
951,Laptop Docking Station,392,1,2022-10-09 17:04:04.927,251,NULL,NULL,NULL
952,Patch Panel,392,1,2022-10-09 17:09:29.263,251,NULL,NULL,NULL
953,Fiber Tray,392,1,2022-10-09 17:13:32.333,251,NULL,NULL,NULL
954,NAS Storage,392,1,2022-10-09 17:17:37.967,251,NULL,NULL,NULL
955,Proline,392,1,2022-10-09 17:24:10.433,251,NULL,NULL,NULL
956,Optical Transceiver,392,1,2022-10-09 18:32:42.387,251,NULL,NULL,NULL
957,Ablution - Change Rooms,364,1,2022-10-10 07:55:16.033,252,NULL,NULL,NULL
958,External Furniture,404,1,2022-10-10 08:08:32.917,252,NULL,NULL,NULL
959,Parking,402,1,2022-10-10 08:23:31.193,252,NULL,NULL,NULL
960,Perimeter Protection,441,1,2022-10-10 09:12:52.397,252,NULL,NULL,NULL
961,Heritage Assets,442,1,2022-10-10 10:10:08.103,252,NULL,NULL,NULL
962,Culturally Significant Buildings,442,1,2022-10-10 10:16:01.660,252,NULL,NULL,NULL
963,Combo Binder,336,1,2022-11-02 15:15:09.653,199,NULL,NULL,NULL
964,Shelves,336,1,2022-11-02 15:17:05.263,199,NULL,NULL,NULL
965,White Board,336,1,2022-11-02 15:17:46.153,199,NULL,NULL,NULL
966,Interactive White Board System - Projector,336,1,2022-11-02 15:19:20.727,199,NULL,NULL,NULL
967,Haelgeweer Maverick Kal,430,1,2022-11-02 15:21:20.350,199,NULL,NULL,NULL
968,Haelgeweer Mossberg Kal,430,1,2022-11-02 15:21:42.457,199,NULL,NULL,NULL
969,Haelgeweer Protecta Kal,430,1,2022-11-02 15:22:14.233,199,NULL,NULL,NULL
970,Norinco 213 9mmp Pistol,430,1,2022-11-02 15:22:55.140,199,NULL,NULL,NULL
971,Revolver Taurus 38 Special,430,1,2022-11-02 15:23:15.857,199,NULL,NULL,NULL
972,Security System,430,1,2022-11-02 15:54:34.570,199,NULL,NULL,NULL
973,Browning Firearm 9mm,430,1,2022-11-02 15:59:50.830,199,NULL,NULL,NULL
974,Pistol Norinco Kal,430,1,2022-11-02 16:00:36.070,199,NULL,NULL,NULL
975,Air Conditioner,336,1,2022-11-02 16:06:04.650,199,NULL,NULL,NULL
976,Norinco Nz 75,430,1,2022-11-03 08:18:14.863,199,NULL,NULL,NULL
977,Pistol Helwan Kal,430,1,2022-11-03 08:18:46.990,199,NULL,NULL,NULL
978,Minibus,341,1,2022-11-03 09:14:16.663,199,NULL,NULL,NULL
979,LDV,341,1,2022-11-03 09:21:21.883,199,NULL,NULL,NULL
980,Sedan,341,1,2022-11-03 09:22:27.787,199,NULL,NULL,NULL
981,SUV,341,1,2022-11-03 09:22:51.190,199,NULL,NULL,NULL
982,Laptop Bag,431,1,2022-11-03 09:27:13.623,199,NULL,NULL,NULL
983,AUC,443,1,2022-11-17 13:19:18.897,199,NULL,NULL,NULL
984,AUC,444,1,2022-11-17 13:23:25.163,199,NULL,NULL,NULL
985,AUC,445,1,2022-11-17 13:27:16.350,199,NULL,NULL,NULL
986,AUC,446,1,2022-11-17 13:30:16.780,199,NULL,NULL,NULL
987,AUC,447,1,2022-11-17 13:32:46.247,199,NULL,NULL,NULL
988,AUC,448,1,2022-11-17 13:35:28.523,199,NULL,NULL,NULL
989,AUC,449,1,2022-11-17 13:37:35.367,199,NULL,NULL,NULL
990,AUC,272,1,2022-11-30 08:52:57.723,199,NULL,NULL,NULL
991,AUC,174,1,2022-11-30 08:56:27.697,199,NULL,NULL,NULL
992,AUC,302,1,2022-11-30 08:56:58.160,199,NULL,NULL,NULL
993,Other Software,450,1,2022-11-30 12:41:12.460,199,NULL,NULL,NULL
994,Computer Software,451,1,2022-11-30 12:41:36.170,199,NULL,NULL,NULL
